Z,N,A,BindingEnergy_MeV_per_nucleon,HalfLife_seconds,MassExcess_keV,OctonionicAnomalyIndex,IsMagic
14,100,114,0.0,0.0009083373629330587,-71122.2,0.5348,0
34,49,83,8.387,84313.0293003038,-40404.1,0.1995,0
51,53,104,7.577,1.0017349724786214e-18,-61013.7,0.0,0
19,178,197,0.0,1.2398243926472754e-10,-65652.5,0.4841,0
113,57,170,0.416,22.090423652255836,-41590.5,0.3717,0
3,78,81,0.0,2.395022036840892,-54987.1,0.6141,0
23,58,81,5.953,4.336661998001653e-18,-37001.3,0.2114,0
73,87,160,7.887,586756494.6032131,-43747.6,0.2095,0
63,54,117,6.822,86939815.17591481,-41509.3,0.1473,0
69,8,77,0.0,58.613827861891664,-32352.1,0.5024,1
40,142,182,4.416,0.001953671366979576,-42503.0,0.3927,0
3,189,192,0.0,6.922631415428808e-18,-33370.0,0.5805,0
15,145,160,0.0,0.0012990409003986523,-61826.1,0.4617,0
57,118,175,7.255,0.1450871757911859,-45158.6,0.1512,0
116,83,199,3.42,2246180.7823759294,-73429.7,0.2662,0
83,108,191,8.458,1.902561865543953e-05,-85309.2,0.2215,0
87,90,177,6.912,1.3421075616164416e-05,-45817.1,0.0083,0
40,94,134,7.034,4.36990781353173e-17,-34241.4,0.2376,0
79,76,155,7.071,158593.51248835216,-35750.4,0.1138,0
8,20,28,5.299,7.274292276307117e-10,-9590.5,0.1773,1
108,47,155,0.0,1.4252747589435749e-05,-61630.9,0.3552,0
44,116,160,6.748,6699605278587043.0,-57528.5,0.3695,0
6,67,73,0.0,1.448258092222851e-10,-14923.5,0.5221,0
92,29,121,0.0,24140.22735113493,-51135.8,0.3945,0
45,136,181,5.48,0.00014133978265181503,-44860.1,0.3085,0
78,53,131,4.467,8565486696.565951,-47840.3,0.3369,0
63,18,81,0.0,3.819148797949881e-05,-68315.1,0.4557,0
36,115,151,4.862,2.4044718199172405e-15,-59268.4,0.2456,0
39,89,128,7.188,3.102141951556319e+18,-45385.8,0.3958,0
86,63,149,5.239,0.3542017960957663,-12740.1,0.2437,0
79,100,179,8.135,79939591400979.36,-73130.2,0.23,0
31,168,199,1.132,38436989098.119156,-55811.1,0.4508,0
1,184,185,0.0,11966330771232.705,-46357.9,0.6565,0
101,51,152,1.231,1.7089885778667555e-13,-84773.8,0.3371,0
90,109,199,7.284,1913936127686102.2,-50818.4,0.3374,0
73,70,143,6.798,1.3661988621889247e-20,-33659.3,0.0544,0
23,72,95,4.541,1.821035720852983e-13,-62336.7,0.3182,0
39,39,78,8.541,2.5770323931093048e-09,-37730.8,0.0586,0
103,85,188,4.958,73940028880428.16,-60985.4,0.3048,0
117,55,172,0.0,5.180801624563265e+18,-14766.6,0.4899,0
89,3,92,0.0,4.265408357335419e-14,-76231.0,0.6189,0
34,90,124,6.447,9774963578.30217,-64334.7,0.2543,0
25,131,156,0.827,2.2915947536219297,-35357.0,0.4562,0
34,154,188,2.594,0.016960262134347977,-40832.2,0.3287,0
9,143,152,0.0,26334.590146607316,-38019.2,0.4872,0
24,138,162,0.325,6.3742547940682824e-15,-99627.0,0.4446,0
91,83,174,6.455,5.47380121438913e-20,-62295.6,0.1014,0
21,41,62,7.595,17690.55658305919,-10325.9,0.2477,0
65,29,94,1.13,2.762882749626681e-13,-50036.9,0.296,0
71,80,151,8.053,3180.320480509444,-55258.1,0.0055,0
59,117,176,7.398,5217587.991581008,-39026.0,0.2121,0
44,45,89,8.33,2.3001696822094216e+18,-32956.5,0.2062,0
75,74,149,7.126,6.304419096571874e-12,-45365.4,0.1511,0
61,63,124,7.64,5934034841768.669,-53142.0,0.172,0
65,121,186,7.126,35146436701.75261,-71106.5,0.2476,0
70,10,80,0.0,4.940151945730341e+17,-67639.2,0.5356,0
38,66,104,8.645,19970682755.677795,-27214.6,0.2478,0
99,94,193,6.848,102861808.40606585,-56415.7,0.0976,0
98,3,101,0.0,1.7751761060300415,-64682.2,0.5396,0
14,126,140,0.0,7.326821770835095e-16,-76580.2,0.4029,1
46,15,61,0.0,3955872044646270.5,-40588.0,0.5018,0
34,103,137,5.833,0.07156891065817343,-58024.2,0.3072,0
94,85,179,6.315,3661811042201188.0,-28296.4,0.1237,0
5,4,9,5.323,1.6734341944185512e-09,-14670.9,0.1891,0
96,35,131,0.0,9.582911658230916e+17,-25706.7,0.4868,0
17,145,162,0.0,13808803330.465017,-95115.8,0.5846,0
58,17,75,0.0,1.719217893857804e-09,-13898.2,0.4007,0
83,108,191,7.916,56.29868316395058,-63992.0,0.1161,0
52,37,89,6.272,60489356.0941143,105.3,0.2148,0
66,97,163,8.053,23887384252227.305,-24544.8,0.1495,0
33,104,137,4.795,3.761229731593202,-65242.7,0.3716,0
116,3,119,0.0,22404.383872586983,-64811.3,0.4428,0
104,60,164,1.85,4023513403176104.5,-38474.0,0.4058,0
50,141,191,5.435,0.040266507781366645,-50216.8,0.2083,1
20,176,196,0.0,1.7347238670027052e-10,-36434.5,0.3562,1
93,6,99,0.0,1.7506800008520495e-18,-28712.3,0.5272,0
36,159,195,2.625,2.957544402540312e+16,-50848.5,0.5403,0
107,74,181,3.726,1.0065897205426004e-06,-43485.3,0.1388,0
84,91,175,7.693,2754304.5074140276,-56575.9,0.2123,0
66,126,192,7.37,1.1125850527710016e+17,-72558.0,0.2369,1
50,27,77,3.829,7.287083049921443e+17,-74776.3,0.3775,1
96,51,147,1.318,4.770305004547965e-08,-70549.1,0.355,0
9,20,29,5.682,9.895314509363484e-09,-32807.4,0.2448,1
91,7,98,0.0,93060587032336.5,-28174.0,0.609,0
96,71,167,4.859,1.9368029636311834e-10,-41086.4,0.2507,0
92,80,172,6.826,4463.918224071679,-56568.8,0.1398,0
79,9,88,0.0,11021487.197934866,-43456.6,0.5513,0
93,85,178,5.665,2.570946315022395e+18,-38994.7,0.2576,0
116,28,144,0.0,1.3202222313917427e+18,-36482.6,0.5175,1
85,52,137,3.864,455.6844819269471,-52076.2,0.1973,0
70,62,132,6.681,5.845045953145526e-17,-53188.8,0.1585,0
44,51,95,8.047,2.338942179324706e-10,-88247.4,0.0736,0
37,64,101,7.942,50099494093.99089,-40084.3,0.2468,0
5,126,131,0.0,6594.171934584193,-93491.5,0.4349,1
40,4,44,0.0,1.1586674071132479e-10,-55449.2,0.5423,0
15,100,115,0.0,1116072.2912613626,-70131.6,0.4807,0
113,31,144,0.0,3.4832446250881203e+18,-51875.4,0.63,0
34,163,197,1.902,81.7454123688195,-66401.8,0.4538,0
63,8,71,0.0,0.0644760442051523,-91061.2,0.4151,1
23,103,126,2.271,35082625.84951493,-32485.8,0.4917,0
14,45,59,4.114,2.0858455363617242e+18,-79202.5,0.4458,0
51,62,113,8.394,5.182476532041707e+19,-45089.3,0.2367,0
99,78,177,5.697,9.214538162993135e-20,-73717.2,0.1613,0
10,32,42,4.011,1.6439802372578117e-19,-12850.5,0.2293,0
13,151,164,0.0,14195129233.925993,-34403.4,0.6586,0
111,75,186,3.321,6.959681931878772e-06,-34480.4,0.26,0
65,75,140,8.355,106214892291.57791,-53429.9,0.1191,0
62,5,67,0.0,337.2280551765932,-59899.8,0.4802,0
95,89,184,6.604,6.437256373528909e-20,-64202.7,0.0948,0
44,21,65,3.639,192132389920.287,-58464.3,0.3795,0
43,46,89,8.696,2.4750892340293028e-08,-56055.1,0.1297,0
48,86,134,8.323,9.772920337273588e-08,-40067.3,0.1819,0
40,101,141,6.163,2.2378722755168685e-12,-48891.8,0.1995,0
15,64,79,2.11,525107721.31190974,-47114.9,0.4711,0
106,41,147,0.0,1.1990635054587791e+19,-26766.4,0.5123,0
19,158,177,0.0,1.6548082808821088e+16,-42383.5,0.6744,0
8,151,159,0.0,401435.5811483558,-31021.0,0.4578,1
48,131,179,6.03,73313.35962214752,-57656.3,0.2613,0
100,74,174,4.451,3.142890880259232,-30104.2,0.2583,0
1,85,86,0.0,3.303793079317127e+19,-50459.2,0.6804,0
56,92,148,8.093,4.5914941943192896e-15,-55742.2,0.1916,0
53,108,161,7.812,8.906983579006141e-11,-12618.7,0.1412,0
40,125,165,4.823,0.00011421995123205287,-51944.1,0.3078,0
72,54,126,5.865,0.0008778757958968665,-44081.3,0.1693,0
29,150,179,1.769,24419.837799335248,-55630.6,0.4603,0
67,50,117,5.704,2.562343580378093,-28840.8,0.1251,1
82,98,180,7.657,3406.518683472098,-57939.1,0.1475,1
77,37,114,1.151,0.09438556915006968,-75866.9,0.2607,0
70,48,118,5.274,4.363714528778265e-06,-32101.8,0.1709,0
30,114,144,3.921,6964483635864.544,-90166.5,0.4626,0
30,78,108,5.736,8.995710329297176e-08,-41444.9,0.299,0
39,12,51,0.0,3.969091898164304e-17,-69532.4,0.4168,0
27,44,71,8.089,6.088450826252005e-11,-51594.7,0.1645,0
96,37,133,0.0,223501.37654990095,-60127.3,0.4296,0
52,85,137,8.237,0.10085716107736603,-53359.2,0.1656,0
77,63,140,6.098,1.8363821428511044e-08,-60148.4,0.1888,0
54,64,118,8.07,3.5961060431950876e-19,-56465.4,0.139,0
14,147,161,0.0,6.66753032173913e-09,-21856.8,0.4916,0
8,100,108,0.0,6.214670691851355e+17,-50975.3,0.6137,1
15,52,67,4.013,395573.78062307404,-39832.0,0.3877,0
31,60,91,7.961,8.588444564201286e-15,-21937.1,0.1415,0
112,28,140,0.0,8.862854933696334e+16,-49229.1,0.4004,1
90,7,97,0.0,5249002031.336957,-72718.7,0.6703,0
75,83,158,7.678,0.5489699212132738,-53184.3,0.0467,0
9,52,61,0.0,2.574665929861716e-13,-36616.1,0.4568,0
91,71,162,5.53,5.687091079945091e-20,-43729.3,0.1434,0
103,71,174,4.368,0.001426180362637758,-40474.9,0.1752,0
79,98,177,8.183,1447227651.2558389,-43859.2,0.1665,0
117,25,142,0.0,4.03069612426222e-18,-78310.7,0.3905,0
84,48,132,2.934,4.267496658513079e-13,-42923.8,0.2992,0
82,43,125,1.73,1.6729686237235285e-05,-69200.0,0.1883,1
89,99,188,6.966,0.0028183600127568366,-81004.4,0.158,0
109,21,130,0.0,2093961028.2444785,-43490.9,0.5042,0
40,120,160,4.813,6.638968306697242e+18,-26062.3,0.4207,0
27,142,169,0.802,1754.8895502765138,-42516.5,0.3346,0
62,67,129,7.969,9.541954613446523e-17,-39393.7,0.1333,0
109,23,132,0.0,6053.465140164536,-14951.2,0.4229,0
85,9,94,0.0,1.8730063109076125e-10,-13297.1,0.4672,0
29,118,147,3.526,23396367.55746391,-16272.7,0.3673,0
84,40,124,0.439,1.5024323478223174e+19,-23396.9,0.4831,0
118,63,181,0.94,3968576440569507.5,-50149.6,0.4027,0
115,4,119,0.0,9.03419233325526e-12,-65890.9,0.3887,0
24,130,154,0.844,5.107140467664535e-20,-32064.1,0.4268,0
32,86,118,6.029,9.973234193832265e-20,-46597.8,0.2515,0
68,27,95,0.017,593750948346644.1,-55659.9,0.4807,0
89,31,120,0.0,2.849367558620163e-07,-52042.1,0.3969,0
87,76,163,5.96,201143975975865.53,-36632.9,0.2003,0
109,80,189,4.411,1107242468.2332356,-31540.4,0.2398,0
15,35,50,6.574,1176.0719649386494,-91791.0,0.2301,0
52,137,189,5.788,877.7771639532007,-48416.4,0.2863,0
29,150,179,1.238,4.032998212381072e+18,-68003.2,0.5146,0
22,63,85,5.292,75810500.32127033,-29053.9,0.3381,0
86,31,117,0.0,70470.24545106174,-125195.6,0.3658,0
110,66,176,1.834,1.0615719136026462e-05,-41330.9,0.2471,0
113,86,199,4.423,18159636607.986656,-64580.7,0.3618,0
44,9,53,0.0,2.224536468752406e-17,-28756.7,0.4319,0
4,107,111,0.0,211784115.72098094,-46510.2,0.5867,0
1,115,116,0.0,0.0009036288328685212,-36367.3,0.5455,0
6,25,31,1.176,14626932.37097389,-38036.9,0.5225,0
50,126,176,7.008,7342836982300.946,-80463.4,0.2437,1
58,94,152,8.512,3.436722595130643e-10,-55837.6,0.1318,0
15,46,61,4.412,14963673412.447565,-58580.7,0.2955,0
83,38,121,0.135,0.6621935289879248,-36985.2,0.3384,0
39,94,133,6.64,3932167249.735654,-82705.2,0.3017,0
14,62,76,1.833,13.617108630135345,-27513.7,0.4039,0
15,112,127,0.0,2941331058535.7393,-66081.8,0.6171,0
42,29,71,6.488,2.521445082648128e-05,-73024.5,0.1367,0
27,72,99,6.262,1.1420021954612643e-06,-33867.1,0.2358,0
32,159,191,1.645,5.153492025819667e+16,-51322.2,0.5463,0
63,24,87,0.0,4.0523979537560835e-18,-92779.8,0.3747,0
16,15,31,8.189,6.108310476575608e-08,-43069.5,0.1506,0
38,44,82,8.128,27502866689373.613,-47762.9,0.1856,0
40,73,113,7.852,0.00013149583734309943,-64996.9,0.2157,0
79,79,158,6.645,9.997079597867853e-14,-45054.6,0.1467,0
95,80,175,6.001,8.799481478323493e+19,-58671.3,0.3526,0
45,123,168,6.083,1.6352657050678902e-06,-25869.3,0.2676,0
51,130,181,6.203,1.6579792832221374e+16,-60956.4,0.4117,0
98,39,137,0.0,5.37996331295278e-12,-59830.9,0.3478,0
9,93,102,0.0,1481345059.7544332,-51139.3,0.6247,0
57,36,93,4.665,675.6933882756814,-66767.2,0.1747,0
31,18,49,5.011,6.656331366701454e-07,-50223.6,0.2374,0
4,55,59,0.0,1.022457582240855e-05,-28830.5,0.524,0
17,155,172,0.0,1.7613530315232682e-12,-16456.0,0.4543,0
98,92,190,6.27,52839589185.42898,-39976.7,0.1673,0
92,66,158,4.791,3.792156931122025e-10,-24495.9,0.1924,0
63,17,80,0.0,0.00942003831367571,-32664.5,0.4958,0
29,24,53,7.374,7.822264050342051e-08,-29336.2,0.0239,0
83,51,134,3.553,3648186709495.3193,-48257.9,0.2865,0
45,31,76,5.948,9.374977649804814e-05,-35959.4,0.2421,0
47,133,180,5.722,5.89225570851195e+17,-66000.7,0.4011,0
107,42,149,0.0,230154.95660236414,-81176.1,0.3831,0
8,137,145,0.0,6.470432781747103e-13,-76105.8,0.44,1
13,136,149,0.0,1922803008.2111876,-44470.5,0.6085,0
30,107,137,4.375,0.0008345400111062314,-41017.3,0.3671,0
19,70,89,3.041,23018679320.323536,-6165.3,0.442,0
68,93,161,7.952,1.2965216946959888e-09,-35659.6,0.135,0
38,62,100,7.941,415219952.46695095,-48007.7,0.2619,0
44,7,51,0.0,4551496614421.074,-63179.0,0.5043,0
31,99,130,4.754,2919.661606419311,-67181.6,0.3116,0
104,70,174,3.77,5.4169563944268705e-11,-54667.8,0.2395,0
30,145,175,1.997,674609210084765.1,-35924.4,0.5654,0
13,152,165,0.0,8.093352273811977e-17,-72588.7,0.603,0
79,78,157,6.477,110250.67516135932,-41477.4,0.1718,0
45,121,166,5.361,1.2412014009522358e+16,-58562.6,0.456,0
14,69,83,1.251,13103067976536.842,-78271.4,0.5102,0
33,31,64,8.724,3.523884990393208e+19,-23364.3,0.2359,0
29,97,126,4.76,0.015010323467920802,-30240.8,0.1831,0
44,24,68,3.757,4.391503298519647e-11,-63604.3,0.2336,0
52,3,55,0.0,5.6697510203011234e-11,-43379.2,0.5439,0
34,84,118,5.953,1.0035893764941461e-06,-64279.1,0.2403,0
9,16,25,6.763,0.16781444643154006,-81772.3,0.249,0
75,23,98,0.0,3330596.069278228,-68329.3,0.4611,0
106,38,144,0.0,1.1902161534008429e-16,-34999.9,0.4458,0
75,123,198,7.739,2268242594522423.5,-69283.7,0.281,0
59,47,106,6.22,2373261829.011602,-41971.3,0.1596,0
62,131,193,7.55,1.247423702346845e-16,-56957.0,0.2728,0
78,55,133,5.199,5.249204057599492,-28649.4,0.23,0
24,6,30,0.0,0.003983389222258731,-23641.2,0.4007,0
90,41,131,0.439,4.3214091729954104e+16,-43406.0,0.4352,0
117,51,168,0.0,6.3433904181671135e-06,-66805.0,0.3479,0
86,81,167,6.572,3.2970105341985755e-17,-31661.4,0.0658,0
76,90,166,8.205,2.0562657982928278e-14,-44848.1,0.0405,0
59,87,146,7.565,55855.811104128516,-23191.1,0.0961,0
114,65,179,1.506,850663560756188.9,-28918.0,0.391,0
17,107,124,0.0,64737519.47821257,-51573.3,0.5546,0
72,94,166,8.33,19.33300660840968,-54807.3,0.0709,0
28,2,30,0.0,7.441267060540114e+17,-62277.4,0.575,1
30,21,51,6.934,4.762242926704617e-08,-62515.5,0.1603,0
5,192,197,0.0,1.314505693444786e+17,-19257.2,0.7154,0
69,94,163,8.02,1.478873912748258e+19,-51924.2,0.2745,0
79,25,104,0.0,93673.34554274195,-40260.8,0.5147,0
117,74,191,1.998,2.5441439263570587,-20286.8,0.2305,0
114,30,144,0.0,282678183336.66077,-52994.2,0.4723,0
7,33,40,0.592,504889.8409225947,-21264.8,0.4643,0
78,2,80,0.0,5.438066087344204e+19,-35859.2,0.5779,1
63,110,173,8.079,433182.5821670284,-31117.3,0.197,0
52,45,97,7.765,0.0030417485542170272,-49124.8,0.1079,0
26,162,188,0.0,1406.13140391892,-38359.9,0.5006,0
18,170,188,0.0,0.035581470658138714,-33417.0,0.4372,0
51,8,59,0.0,0.00014876379500204404,-54105.9,0.431,1
114,72,186,2.64,2815.4439201085675,-49118.5,0.1849,0
24,1,25,0.0,2005497107641.6921,-81961.1,0.5991,0
45,8,53,0.0,9.708636779267643e-08,-37527.1,0.4406,1
69,24,93,0.0,3.9430551050332604e-07,-66615.7,0.3788,0
18,0,18,0.0,30077571.586253762,-69306.8,0.6446,0
115,84,199,3.831,5.359472396525955e+18,-46459.5,0.3705,0
22,120,142,0.57,13097929249.634798,-74215.6,0.5796,0
116,74,190,2.612,0.014260351399302843,-42784.9,0.2619,0
88,81,169,6.472,3.6557679320629723e+19,-43259.8,0.2438,0
34,21,55,6.319,7.966118484209064e-10,-61492.0,0.1637,0
38,122,160,5.025,1.2687685743798434e-16,-22187.1,0.3112,0
10,139,149,0.0,6418280.546916414,-52105.4,0.4956,0
69,88,157,7.936,0.0015204247858584454,-61221.8,0.0532,0
103,26,129,0.0,4.067328821962473e-12,-45527.0,0.3278,0
47,85,132,7.825,134061.53273763615,-70928.3,0.1243,0
61,12,73,0.0,1.1906953988578676e-05,-60784.1,0.4362,0
103,55,158,1.76,31679083934868.26,-81365.8,0.3881,0
90,54,144,2.82,0.24610611435603555,-56204.8,0.2355,0
86,52,138,3.235,367164848.42072463,-52939.7,0.3591,0
52,132,184,6.814,5380.761214636528,-83839.2,0.2968,0
72,63,135,6.756,9.189192800066174e+16,-25944.4,0.2472,0
109,4,113,0.0,32169685725.78031,-46356.6,0.6522,0
96,50,146,1.645,2.291328418162957,-76893.8,0.2187,1
50,121,171,7.229,19914190.141545925,-55963.1,0.184,1
62,78,140,8.653,0.2629272787890109,-51550.2,0.0622,0
81,88,169,7.359,7.091587393746253e-10,-44710.4,0.1021,0
100,53,153,1.939,15.259071412697805,-21663.4,0.2669,0
29,126,155,2.697,2.682449025315474,-45940.0,0.2957,1
115,62,177,1.291,111064725523.02283,-36460.1,0.4651,0
48,21,69,2.003,3.818070155652136e-08,-23003.5,0.446,0
44,139,183,4.596,0.0029587980298524702,-36493.5,0.2853,0
65,64,129,8.033,5.548127785945028e-14,-38165.6,0.1319,0
22,85,107,3.311,2.689084091535026e+18,-56499.7,0.4957,0
73,74,147,7.453,6.289387590676041e+17,-73789.2,0.2506,0
35,35,70,8.466,160953671951.09323,-76839.0,0.0888,0
113,73,186,2.475,0.000259121693542246,-50362.7,0.2742,0
67,119,186,7.755,9268.840491965675,-30204.0,0.1797,0
24,90,114,3.276,3803.779793332459,-25928.4,0.3033,0
44,97,141,7.018,0.000821872840799551,-35270.4,0.213,0
46,29,75,5.505,1.005021784379475e-05,-55923.3,0.1945,0
23,73,96,4.787,4.1014818185959785e-15,-51323.3,0.2338,0
68,63,131,7.308,222904866632.59753,-40909.9,0.1227,0
52,81,133,8.532,0.00022519337144713382,-39664.9,0.0769,0
77,120,197,8.041,9.997718727801186e-07,-66715.4,0.1533,0
101,40,141,0.0,76.28665842151594,-45768.8,0.3937,0
2,165,167,0.0,88199434421.74544,-52359.6,0.5171,1
94,74,168,5.708,1.019823131375362e-18,-78818.5,0.1051,0
88,96,184,7.361,1.6518801833152464e-06,-34528.8,0.0747,0
21,4,25,0.0,2.466124342230648e-09,-76138.0,0.4639,0
62,115,177,7.791,386810253.17118174,-31338.7,0.2343,0
39,120,159,3.958,0.017547529479401514,-44324.2,0.3476,0
28,99,127,3.797,2.1910435008529802e+18,-32701.0,0.3643,1
43,48,91,8.673,12567196052674.043,-42630.0,0.2321,0
81,68,149,5.731,26.36545726353071,-34847.8,0.1177,0
35,118,153,4.006,8.870319718277143e+19,-62017.7,0.4599,0
63,75,138,8.216,5.145102197249853e-15,-21459.8,0.1121,0
61,56,117,7.474,4235936.5790162785,-46598.1,0.1707,0
10,164,174,0.0,180.61975318615853,-27024.8,0.5353,0
24,87,111,3.654,5.393807382115721e-08,-50865.6,0.27,0
104,61,165,1.909,5.999131894504575e-11,-42295.7,0.3418,0
23,12,35,4.423,1.7518674322043684e-20,-56307.1,0.2517,0
56,19,75,0.0,1186706499712819.5,-61460.6,0.5566,0
20,163,183,0.0,0.0009879093202445313,-80682.5,0.3925,1
5,122,127,0.0,4.021530338685955e+19,-64442.8,0.7226,0
70,25,95,0.0,113.03735524435099,-57077.2,0.4857,0
59,60,119,8.063,4.935514717968567e-09,-25565.8,0.0162,0
4,192,196,0.0,7.644803081359291e-10,-75027.1,0.5177,0
36,19,55,4.469,3573530507.412409,-59663.5,0.2497,0
99,25,124,0.0,1499194142129.3022,-62836.4,0.4895,0
118,55,173,0.0,9.266275566656423e-18,-18877.9,0.3716,0
108,42,150,0.0,1.0724422426384116e-05,-71463.8,0.3618,0
30,164,194,1.249,2.0302376760982278e-14,-20831.3,0.4335,0
78,22,100,0.0,0.0010287882893311767,-50418.4,0.389,0
111,77,188,3.719,844737.8601476477,-54571.3,0.2638,0
18,171,189,0.0,4.736984773324835e-13,-41046.1,0.4701,0
80,29,109,0.0,9.490215748171823e-15,-13828.2,0.4352,0
45,78,123,8.407,108644.89310564612,-18926.4,0.1467,0
13,92,105,0.0,1.7998714057386994e-08,-57793.8,0.4745,0
72,59,131,6.273,3141947.593194334,-64287.0,0.2209,0
11,164,175,0.0,313064.6379841832,-45633.2,0.6019,0
34,37,71,8.753,1.2239529835359362e+16,-72708.4,0.2546,0
58,112,170,7.449,1821.0940900292876,-51178.9,0.2066,0
19,31,50,7.581,2.4902007691369236e-19,-29060.9,0.0414,0
53,136,189,6.533,1.788239147554866e-05,-46056.3,0.2052,0
14,119,133,0.0,2.2265303413664747e-11,-41772.9,0.3642,0
63,81,144,8.122,1.812540877583818e-19,-61348.9,0.1971,0
60,32,92,3.364,0.06767197736808198,-85642.3,0.3255,0
104,50,154,0.061,13988.816723496207,-56369.6,0.362,1
88,93,181,6.875,2.3681710569455816e+16,-69215.6,0.1959,0
116,20,136,0.0,1.686727873073935e-14,-22462.3,0.4499,1
26,8,34,0.0,2.241107549812938e-06,-65686.4,0.3662,1
102,82,184,5.459,0.4025032997282018,-14491.7,0.1278,1
94,73,167,5.498,0.0002991569759556131,-37924.4,0.1366,0
2,195,197,0.0,36297939528.42177,-73453.9,0.5575,1
82,44,126,2.606,6.084124135336664e-05,-45122.2,0.2042,1
33,51,84,8.189,4.226814363963199e-09,-34536.4,0.0887,0
109,9,118,0.0,568280711.2601801,-79140.2,0.5611,0
107,28,135,0.0,1.867754240315433e+17,-51170.6,0.4433,1
31,161,192,1.425,1.1654322537115684e-18,-67015.3,0.4813,0
70,109,179,7.747,2121422247545314.5,-59687.8,0.2291,0
35,47,82,8.928,1.2528549245629697e-10,-52995.8,0.1474,0
22,154,176,0.0,20430405.631864354,-12265.6,0.4548,0
92,105,197,7.686,769525778.0305655,-48704.2,0.113,0
84,71,155,6.277,2.730382003722508e+17,-50732.1,0.2099,0
75,105,180,8.21,4.319215001085288e-15,-31087.3,0.1104,0
104,90,194,5.697,0.01902016959836937,-68500.6,0.1219,0
14,134,148,0.0,7.645693182807387e-16,-10286.5,0.5366,0
90,75,165,6.175,257.5152920464336,-44486.7,0.1865,0
3,116,119,0.0,614.2059549881819,-41325.0,0.5051,0
99,86,185,5.621,137980.3377115984,-60787.7,0.1481,0
60,114,174,7.79,8.453589174236778e+16,-78792.2,0.3369,0
6,124,130,0.0,32608964810.009228,-35476.4,0.4945,0
94,71,165,4.952,5.989715673334985e-20,-62764.3,0.1848,0
97,51,148,1.495,1196334981141.9492,-32697.7,0.4341,0
53,51,104,8.162,3.6451179600234873,-25483.1,0.1474,0
37,68,105,7.672,33988.64675638825,-44526.8,0.2804,0
12,51,63,1.824,2.3257206306134544e-06,-42549.6,0.4337,0
29,21,50,7.431,1.1114563218712446e-05,-99163.4,0.0838,0
118,68,186,1.179,6.347691118273033e-15,-40153.7,0.3195,0
23,148,171,0.0,51.056364841366225,-50622.7,0.4989,0
34,5,39,0.0,6.006946808776913e-13,390.4,0.431,0
27,115,142,2.961,0.002508228895984308,-63426.2,0.3746,0
45,100,145,6.893,5139.158036865698,-40640.7,0.3208,0
45,113,158,6.372,1.055422294474003e-16,-46495.2,0.1124,0
67,35,102,2.51,0.0003667442259138974,-60053.8,0.2237,0
110,83,193,4.583,152005768506387.47,-42353.6,0.2736,0
68,108,176,8.055,0.0009067555777400392,-63687.6,0.0673,0
78,17,95,0.0,2.447865578205277e+18,-20332.1,0.4462,0
49,14,63,0.0,1.8701350952958687e+18,-20753.2,0.55,0
12,47,59,2.099,0.4749597311593127,-38138.0,0.4352,0
113,2,115,0.0,421.97596178565607,-74852.3,0.4767,1
81,118,199,7.721,110021494858995.86,-59458.0,0.258,0
88,7,95,0.0,2497.150592345935,-60262.5,0.5934,0
73,56,129,6.219,7.030153821019726e-06,-10004.9,0.0986,0
76,16,92,0.0,16059129662.698265,-45520.1,0.5341,0
28,129,157,2.55,7.506628340077375e-18,-57169.6,0.3264,1
66,87,153,7.525,401840356.55065906,-21682.5,0.0532,0
116,49,165,0.0,749989556518105.1,-82695.6,0.432,0
21,36,57,8.087,7.332171272354091e-15,-56257.5,0.1362,0
25,55,80,7.144,429364637037.60754,-14412.9,0.334,0
52,88,140,7.582,0.00012328565748714185,-37813.3,0.1202,0
91,59,150,4.12,1.0847112554138979e-05,-36137.3,0.225,0
93,46,139,1.434,5.302168807246363e+16,-31494.9,0.4767,0
46,146,192,4.553,2.9799688777634744e-20,-57374.9,0.2656,0
17,88,105,0.959,135.93988459969344,-43553.2,0.4378,0
56,58,114,7.861,73907.31214052056,-48976.2,0.0802,0
102,91,193,6.175,18493790.533435613,-37025.9,0.1718,0
51,52,103,7.979,66096344.408902094,-76006.1,0.15,0
77,99,176,7.714,6.64629835264583e-16,-87051.1,0.134,0
23,51,74,6.723,22.370682348371606,-41737.5,0.2223,0
16,95,111,0.037,2.848565132442388e-15,-71531.6,0.5366,0
46,110,156,7.287,6.639475164043822e+17,-43413.1,0.2989,0
96,5,101,0.0,1.254352837214071e-18,-70973.4,0.5429,0
83,19,102,0.0,4.081311078026895e-18,-26898.0,0.429,0
15,165,180,0.0,5.323803259237552e-16,-55477.3,0.552,0
14,90,104,0.0,19648329172342.426,3641.9,0.5359,0
80,113,193,8.03,5.714904438937594e-13,-39086.0,0.1466,0
67,74,141,7.753,50672.84196049362,-39772.9,0.1069,0
30,12,42,1.9,34837690967.80245,-52878.4,0.435,0
31,73,104,6.253,7261515796.301,-9447.6,0.3524,0
11,85,96,0.0,2380778510238127.5,-58753.0,0.6133,0
117,0,117,0.0,0.10546209364406524,-70924.1,0.491,0
71,98,169,7.334,238560.01132950638,-18508.3,0.1617,0
52,8,60,0.0,1.3895972737773128e+18,-55134.7,0.615,1
63,128,191,7.426,1.7911487138022025e+19,-75476.7,0.3709,0
104,66,170,3.153,1475.0318876079846,-48019.7,0.2447,0
